RowOrder,DocNo,DocDate,Rff,RefNo,Status,TaxType,IsNotify,RcvDate,CompleteDate,PayType,ApID,ApName,Credit,DueDate,TotalAmt,DiscountText,DiscountAmt,BefoeTaxAmt,TaxAmt,TaxRate,NetAmt,RemainAmt,Description,CreateBy,CreateDate,CancelBy,CancelDate,AddID,AddDate,EditID,EditDate
3611,PO5521013,2020-12-24 15:28:00.000,NULL,PR63120111,1,1,1,2020-12-24 00:00:00.000,NULL,2,V07,ไวร์เมช ราชสีมา จำกัด,30,NULL,217289.719626168,,0,217289.719626168,0,0,232500,232500,"Stock,PR63120111",NIDNOI,2020-12-24 16:02:30.823,NULL,NULL,NIDNOI,2020-12-24 16:02:30.823,sysupdate,2020-12-24 16:13:29.670
3610,PO5521012,2020-12-24 15:26:00.000,NULL,PR63120110,1,1,1,2020-12-24 00:00:00.000,NULL,2,H03,เหรียญชัยซีเมนต์บล๊อก,30,NULL,4000,,0,4000,0,0,4000,4000,"5644088,PR63120110",Palm,2020-12-24 16:02:01.047,NULL,NULL,Palm,2020-12-24 16:02:01.047,sysupdate,2020-12-24 16:13:29.637
3609,PO5521011,2020-12-24 15:00:00.000,NULL,PR63120109,1,1,1,2020-12-24 00:00:00.000,NULL,2,U01,ดูโฮม จำกัด (มหาชน),30,NULL,640000,,0,640000,0,0,640000,640000,"Stock,PR63120109",NIDNOI,2020-12-24 15:17:21.253,NULL,NULL,NIDNOI,2020-12-24 15:17:21.253,sysupdate,2020-12-24 15:58:21.680
3608,PO5521010,2020-12-24 14:33:00.000,NULL,PR63120108,1,1,1,2020-12-24 00:00:00.000,NULL,2,N02,2 เอส เมทัล จำกัด (มหาชน) สาขานครราชสีมา,30,NULL,252184.02,,0,252184.02,0,0,252184.02,252184.02,"สต๊อก,PR63120108",Palm,2020-12-24 15:14:20.940,NULL,NULL,Palm,2020-12-24 15:14:20.940,sysupdate,2020-12-24 15:28:05.627
3607,PO5521009,2020-12-24 10:19:00.000,NULL,PR63120107,1,1,1,2020-12-24 00:00:00.000,NULL,2,S13,สามชัย สตีล อินดัสทรี จำกัด (มหาชน),60,NULL,1852224,,0,1852224,0,0,1852224,1852224,"สต๊อก,PR63120107",Palm,2020-12-24 11:36:40.397,NULL,NULL,Palm,2020-12-24 11:36:40.397,sysupdate,2020-12-24 13:42:21.257
3605,PO5521007,2020-12-24 09:18:00.000,NULL,PR63120106,5,1,1,2020-12-24 00:00:00.000,NULL,2,U01,ดูโฮม จำกัด (มหาชน),30,NULL,19473.8317757009,,0,19473.8317757009,0,0,20837,20837,"5644042,PR63120106",PUR,2020-12-23 17:08:53.000,NULL,NULL,sysinsert,2020-12-23 17:08:53.243,sysupdate,2020-12-24 19:45:41.420
3606,PO5521008,2020-12-24 08:46:00.000,NULL,PR63120105,1,1,1,2020-12-24 00:00:00.000,NULL,2,U01,ดูโฮม จำกัด (มหาชน),30,NULL,62568,,0,62568,0,0,62568,62568,"5644047,PR63120105",NIDNOI,2020-12-24 10:08:54.470,NULL,NULL,NIDNOI,2020-12-24 10:08:54.470,sysupdate,2020-12-24 10:11:11.523
3604,PO5521006,2020-12-23 16:03:00.000,NULL,PR63120104,5,1,0,2020-12-23 00:00:00.000,2020-12-24 19:45:41.000,2,U01,ดูโฮม จำกัด (มหาชน),30,NULL,11075,,0,11075,0,0,11075,11075,"5644037,PR63120104",Palm,2020-12-23 16:13:40.960,NULL,NULL,Palm,2020-12-23 16:13:40.960,sysupdate,2020-12-24 19:45:41.393
3603,PO5521005,2020-12-23 14:00:00.000,NULL,PR63120103,5,1,0,2020-12-23 00:00:00.000,2020-12-24 19:45:41.000,2,U01,ดูโฮม จำกัด (มหาชน),30,NULL,46775,,0,46775,0,0,46775,46775,"สต๊อก,PR63120103",Palm,2020-12-23 15:35:28.570,NULL,NULL,Palm,2020-12-23 15:35:28.570,sysupdate,2020-12-24 19:45:41.383
3602,PO5521004,2020-12-23 11:36:00.000,NULL,PR63120102,1,1,1,2020-12-23 00:00:00.000,NULL,2,U01,ดูโฮม จำกัด (มหาชน),30,NULL,538317.757009346,,0,538317.757009346,0,0,576000,576000,"Stock,PR63120102",NIDNOI,2020-12-23 11:47:15.100,NULL,NULL,NIDNOI,2020-12-23 11:47:15.100,sysupdate,2020-12-23 11:51:32.340
3601,PO5521003,2020-12-23 11:02:00.000,NULL,PR63120101,1,1,1,2020-12-23 00:00:00.000,NULL,2,U01,ดูโฮม จำกัด (มหาชน),30,NULL,576000,,0,576000,0,0,576000,576000,"Stock,PR63120101",NIDNOI,2020-12-23 11:09:00.687,NULL,NULL,NIDNOI,2020-12-23 11:09:00.687,sysupdate,2020-12-23 11:21:23.347
3600,PO5521002,2020-12-23 09:19:00.000,NULL,PR63120100,1,1,1,2020-12-23 00:00:00.000,NULL,2,U01,ดูโฮม จำกัด (มหาชน),30,NULL,572710.280373832,,0,572710.280373832,0,0,612800,612800,"Stock,PR63120100",NIDNOI,2020-12-23 09:36:15.310,NULL,NULL,NIDNOI,2020-12-23 09:36:15.310,sysupdate,2020-12-23 09:51:01.837
3599,PO5521001,2020-12-22 15:30:00.000,NULL,PR63120099,1,1,1,2020-12-22 00:00:00.000,NULL,2,K22,คลังไวร์เมชขอนแก่น จำกัด (สำนักงานใหญ่),30,NULL,114000,,0,114000,0,0,114000,114000,"Stock,PR63120099",NIDNOI,2020-12-23 08:28:18.683,NULL,NULL,NIDNOI,2020-12-23 08:28:18.687,sysupdate,2020-12-23 08:35:48.993
3598,PO5521000,2020-12-22 14:31:00.000,NULL,PR63120098,1,1,1,2020-12-22 00:00:00.000,NULL,2,S13,สามชัย สตีล อินดัสทรี จำกัด (มหาชน),90,NULL,943828.2,,0,943828.2,0,0,943828.2,943828.2,"สต๊อก,PR63120098",Palm,2020-12-22 14:36:03.897,NULL,NULL,Palm,2020-12-22 14:36:03.897,sysupdate,2020-12-22 14:47:22.347
3597,PO5520999,2020-12-22 13:04:00.000,NULL,PR63120097,5,1,0,2020-12-22 00:00:00.000,2020-12-23 19:55:45.000,2,T24,ที.เอส.บี.วัสดุภัณฑ์จำกัด,60,NULL,45210,,0,45210,0,0,45210,45210,"5643928,PR63120097",Palm,2020-12-22 13:39:27.117,NULL,NULL,Palm,2020-12-22 13:39:27.117,sysupdate,2020-12-23 19:55:45.503
3596,PO5520998,2020-12-22 10:56:00.000,NULL,PR63120096,1,1,1,2020-12-22 00:00:00.000,NULL,2,K31,กรินทร์ สตีล จำกัด,45,NULL,134460.8,,0,134460.8,0,0,134460.8,134460.8,"สต๊อก,PR63120096",Palm,2020-12-22 13:39:10.423,NULL,NULL,Palm,2020-12-22 13:39:10.423,sysupdate,2020-12-22 13:46:58.643
3595,PO5520997,2020-12-22 10:24:00.000,NULL,PR63120095,1,1,1,2020-12-22 00:00:00.000,NULL,2,C18,ซีอาร์ซี ไทวัสดุ จำกัด,30,NULL,425791.5,,0,425791.5,0,0,425791.5,425791.5,"Stock,PR63120095",NIDNOI,2020-12-22 13:38:57.000,NULL,NULL,NIDNOI,2020-12-22 13:38:57.000,sysupdate,2020-12-22 13:46:58.633
3594,PO5520996,2020-12-21 14:27:00.000,NULL,PR63120093,5,1,0,2020-12-21 00:00:00.000,2020-12-24 19:45:41.000,2,U01,ดูโฮม จำกัด (มหาชน),30,NULL,32977.5,,0,32977.5,0,0,32977.5,32977.5,"5643872,PR63120093",Palm,2020-12-21 14:54:25.270,NULL,NULL,Palm,2020-12-21 14:54:25.270,sysupdate,2020-12-24 19:45:41.373
3593,PO5520995,2020-12-21 14:25:00.000,NULL,PR63120094,5,1,0,2020-12-21 00:00:00.000,2020-12-24 19:45:41.000,2,B14,บอร์นไพพ์,15,NULL,367170,4%,14686.8,352483.2,0,0,352483.2,352483.2,"Stock,PR63120094",Palm,2020-12-21 14:53:51.490,NULL,NULL,Palm,2020-12-21 14:53:51.490,sysupdate,2020-12-23 19:55:45.467
3591,PO5520993,2020-12-21 11:09:00.000,NULL,PR63120092,5,1,0,2020-12-21 00:00:00.000,2020-12-22 19:50:44.000,2,K22,คลังไวร์เมชขอนแก่น จำกัด (สำนักงานใหญ่),30,NULL,231000,,0,231000,0,0,231000,231000,"5643854/stock,PR63120092",Palm,2020-12-21 13:08:40.327,NULL,NULL,Palm,2020-12-21 13:08:40.327,sysupdate,2020-12-22 19:50:43.607
3592,PO5520994,2020-12-21 10:38:00.000,NULL,PR63120091,5,1,0,2020-12-21 00:00:00.000,2020-12-24 19:45:41.000,2,S10,เอส.ซี.สตีล โปรดักส์ จำกัด,60,NULL,403781.05,,0,403781.05,0,0,403781.05,403781.05,"Stock,PR63120091",Palm,2020-12-21 13:08:52.333,NULL,NULL,Palm,2020-12-21 13:08:52.333,sysupdate,2020-12-24 19:45:41.297
3590,PO5520992,2020-12-19 15:29:00.000,NULL,PR63120090,5,1,0,2020-12-19 00:00:00.000,2020-12-21 19:45:30.000,2,U01,ดูโฮม จำกัด (มหาชน),30,NULL,77679,,0,77679,0,0,77679,77679,"5643818,PR63120090",NIDNOI,2020-12-21 09:37:31.730,NULL,NULL,NIDNOI,2020-12-21 09:37:31.730,sysupdate,2020-12-21 19:45:30.500
3589,PO5520991,2020-12-19 11:35:00.000,NULL,PR63120089,5,1,0,2020-12-19 00:00:00.000,2020-12-19 19:54:38.000,2,U01,ดูโฮม จำกัด (มหาชน),30,NULL,26883,,0,26883,0,0,26883,26883,"Stock,PR63120089",Palm,2020-12-19 13:17:06.260,NULL,NULL,Palm,2020-12-19 13:17:06.260,sysupdate,2020-12-19 19:54:37.693
3588,PO5520990,2020-12-19 11:09:00.000,NULL,PR63120088,5,1,0,2020-12-19 00:00:00.000,2020-12-19 19:54:38.000,2,U01,ดูโฮม จำกัด (มหาชน),30,NULL,16229.5,,0,16229.5,0,0,16229.5,16229.5,"5643778,PR63120088",NIDNOI,2020-12-19 11:19:05.770,NULL,NULL,NIDNOI,2020-12-19 11:19:05.770,sysupdate,2020-12-19 19:54:37.680
3587,PO5520989,2020-12-19 10:31:00.000,NULL,PR63120087,5,1,0,2020-12-19 00:00:00.000,2020-12-19 19:54:38.000,2,U01,ดูโฮม จำกัด (มหาชน),30,NULL,52692.5,,0,52692.5,0,0,52692.5,52692.5,"5643773,PR63120087",NIDNOI,2020-12-19 11:18:57.057,NULL,NULL,NIDNOI,2020-12-19 11:18:57.057,sysupdate,2020-12-19 19:54:37.630
3586,PO5520988,2020-12-19 09:54:00.000,NULL,PR63120086,1,1,1,2020-12-19 00:00:00.000,NULL,2,L10,ลานนา ไม้อัดไทย จำกัด,60,NULL,13000,,0,13000,0,0,13000,13000,"5643766,PR63120086",NIDNOI,2020-12-19 10:37:19.210,NULL,NULL,NIDNOI,2020-12-19 10:37:19.210,sysupdate,2020-12-19 10:49:29.490
3583,PO5520985,2020-12-18 15:59:00.000,NULL,PR63120085,5,1,0,2020-12-18 00:00:00.000,2020-12-22 00:00:00.000,2,N02,2 เอส เมทัล จำกัด (มหาชน) สาขานครราชสีมา,30,NULL,164780,,0,164780,0,0,164780,164780,"สต๊อก,PR63120085",Palm,2020-12-18 16:02:50.330,NULL,NULL,Palm,2020-12-18 16:02:50.330,sysupdate,2020-12-22 15:02:29.067
3585,PO5520987,2020-12-18 15:21:00.000,NULL,PR63120084,5,1,0,2020-12-18 00:00:00.000,2020-12-22 19:50:44.000,2,U01,ดูโฮม จำกัด (มหาชน),30,NULL,1149,,0,1149,0,0,1149,1149,"stock,PR63120084",NIDNOI,2020-12-18 16:04:52.537,NULL,NULL,NIDNOI,2020-12-18 16:04:52.537,sysupdate,2020-12-22 19:50:43.590
3584,PO5520986,2020-12-18 14:00:00.000,NULL,PR63120083,1,1,1,2020-12-18 00:00:00.000,NULL,2,C18,ซีอาร์ซี ไทวัสดุ จำกัด,30,NULL,419924,,0,419924,0,0,419924,419924,"Stock,PR63120083",NIDNOI,2020-12-18 16:04:43.803,NULL,NULL,NIDNOI,2020-12-18 16:04:43.803,sysupdate,2020-12-18 16:22:59.627
3582,PO5520984,2020-12-18 11:36:00.000,NULL,PR63120082,5,1,0,2020-12-18 00:00:00.000,2020-12-19 19:54:38.000,2,U01,ดูโฮม จำกัด (มหาชน),30,NULL,32904,,0,32904,0,0,32904,32904,"5643739,PR63120082",Palm,2020-12-18 13:43:00.130,NULL,NULL,Palm,2020-12-18 13:43:00.130,sysupdate,2020-12-19 19:54:37.590
3581,PO5520983,2020-12-18 10:38:00.000,NULL,PR63120081,5,1,0,2020-12-18 00:00:00.000,2020-12-24 19:45:41.000,2,K31,กรินทร์ สตีล จำกัด,45,NULL,308088,,0,308088,0,0,308088,308088,"Stock,PR63120081",NIDNOI,2020-12-18 13:42:48.517,NULL,NULL,NIDNOI,2020-12-18 13:42:48.517,sysupdate,2020-12-24 19:45:41.257
3580,PO5520982,2020-12-18 08:27:00.000,NULL,PR63120080,5,1,0,2020-12-18 00:00:00.000,2020-12-21 19:45:30.000,2,U01,ดูโฮม จำกัด (มหาชน),30,NULL,613240,,0,613240,0,0,613240,613240,"Stock,PR63120080",NIDNOI,2020-12-18 08:36:03.253,NULL,NULL,NIDNOI,2020-12-18 08:36:03.253,sysupdate,2020-12-21 19:45:30.487
3579,PO5520981,2020-12-17 15:40:00.000,NULL,PR63120079,5,1,0,2020-12-17 00:00:00.000,2020-12-21 19:45:30.000,2,S10,เอส.ซี.สตีล โปรดักส์ จำกัด,60,NULL,416016,,0,416016,0,0,416016,416016,"5643703/5643705,PR63120079",NIDNOI,2020-12-17 15:47:41.970,NULL,NULL,NIDNOI,2020-12-17 15:47:41.970,sysupdate,2020-12-21 19:45:30.470
3578,PO5520980,2020-12-17 15:12:00.000,NULL,PR63120078,5,1,0,2020-12-17 00:00:00.000,2020-12-19 19:54:38.000,2,U01,ดูโฮม จำกัด (มหาชน),30,NULL,16276.92,,0,16276.92,0,0,16276.92,16276.92,"Stock,PR63120078",NIDNOI,2020-12-17 15:32:19.017,NULL,NULL,NIDNOI,2020-12-17 15:32:19.017,sysupdate,2020-12-19 19:54:37.577
3577,PO5520979,2020-12-17 11:44:00.000,NULL,PR63120077,5,1,0,2020-12-17 00:00:00.000,2020-12-24 19:45:41.000,2,S13,สามชัย สตีล อินดัสทรี จำกัด (มหาชน),60,NULL,433925,,0,433925,0,0,433925,433925,"Stock,PR63120077",NIDNOI,2020-12-17 12:31:07.167,NULL,NULL,NIDNOI,2020-12-17 12:31:07.167,sysupdate,2020-12-24 19:45:41.240
3576,PO5520978,2020-12-17 09:07:00.000,NULL,PR63120076,1,1,1,2020-12-17 00:00:00.000,NULL,2,C18,ซีอาร์ซี ไทวัสดุ จำกัด,30,NULL,812812,,0,812812,0,0,812812,812812,"สต๊อก,PR63120076",NIDNOI,2020-12-17 09:16:44.730,NULL,NULL,NIDNOI,2020-12-17 09:16:44.730,sysupdate,2020-12-17 09:30:22.247
3575,PO5520977,2020-12-16 16:32:00.000,NULL,PR63120075,5,1,0,2020-12-16 00:00:00.000,2020-12-23 19:55:45.000,2,S13,สามชัย สตีล อินดัสทรี จำกัด (มหาชน),90,NULL,428649.5,,0,428649.5,0,0,428649.5,428649.5,"สต๊อก,PR63120075",Palm,2020-12-16 16:46:04.720,NULL,NULL,Palm,2020-12-16 16:46:04.720,sysupdate,2020-12-23 19:55:45.410
3574,PO5520976,2020-12-16 14:21:00.000,NULL,PR63120074,5,1,0,2020-12-16 00:00:00.000,2020-12-19 19:54:38.000,2,S13,สามชัย สตีล อินดัสทรี จำกัด (มหาชน),90,NULL,438763.5,,0,438763.5,0,0,438763.5,438763.5,"สต๊อก,PR63120074",Palm,2020-12-16 15:25:06.000,NULL,NULL,Palm,2020-12-16 15:25:06.000,sysupdate,2020-12-19 19:54:37.560
3572,PO5520974,2020-12-15 15:55:00.000,NULL,PR63120073,5,1,0,2020-12-15 00:00:00.000,2020-12-24 19:45:41.000,2,S13,สามชัย สตีล อินดัสทรี จำกัด (มหาชน),90,NULL,339057.6,,0,339057.6,0,0,339057.6,339057.6,"สต๊อก,PR63120073",Palm,2020-12-15 16:11:55.077,NULL,NULL,Palm,2020-12-15 16:11:55.077,sysupdate,2020-12-24 19:45:41.227
3573,PO5520975,2020-12-15 15:41:00.000,NULL,PR63120072,5,1,0,2020-12-15 00:00:00.000,2020-12-22 19:50:44.000,2,S10,เอส.ซี.สตีล โปรดักส์ จำกัด,60,NULL,237026.4,,0,237026.4,0,0,237026.4,237026.4,"Stock,PR63120072",NIDNOI,2020-12-15 16:38:08.423,NULL,NULL,NIDNOI,2020-12-15 16:38:08.423,sysupdate,2020-12-22 19:50:43.577
3571,PO5520973,2020-12-15 14:13:00.000,NULL,PR63120071,1,1,1,2020-12-15 00:00:00.000,NULL,2,S13,สามชัย สตีล อินดัสทรี จำกัด (มหาชน),60,NULL,437540.41,,0,437540.41,0,0,437540.41,437540.41,"สต๊อก,PR63120071",Palm,2020-12-15 15:28:34.183,NULL,NULL,Palm,2020-12-15 15:28:34.183,sysupdate,2020-12-16 14:11:45.357
3569,PO5520971,2020-12-15 10:27:00.000,NULL,PR63120070,5,1,0,2020-12-15 00:00:00.000,2020-12-17 19:50:25.000,2,U01,ดูโฮม จำกัด (มหาชน),30,NULL,9920,,0,9920,0,0,9920,9920,"5643549,PR63120070",NIDNOI,2020-12-15 14:40:03.817,NULL,NULL,NIDNOI,2020-12-15 14:40:03.817,sysupdate,2020-12-17 19:50:25.297
3566,PO5520968,2020-12-15 08:27:00.000,NULL,PR63120068,5,1,0,2020-12-15 00:00:00.000,2020-12-19 19:54:38.000,2,L10,ลานนา ไม้อัดไทย จำกัด,60,NULL,56650,,0,56650,0,0,56650,56650,"Stock,PR63120068",NIDNOI,2020-12-15 09:31:15.200,NULL,NULL,NIDNOI,2020-12-15 09:31:15.200,sysupdate,2020-12-15 19:58:52.697
3568,PO5520970,2020-12-14 16:23:00.000,NULL,PR63120067,1,1,1,2020-12-14 00:00:00.000,NULL,2,V07,ไวร์เมช ราชสีมา จำกัด,30,NULL,260000,,0,260000,0,0,260000,260000,"Stock,PR63120067",NIDNOI,2020-12-15 14:39:55.933,NULL,NULL,NIDNOI,2020-12-15 14:39:55.933,sysupdate,2020-12-16 14:11:45.333
3567,PO5520969,2020-12-14 15:13:00.000,NULL,PR63120066,5,1,0,2020-12-14 00:00:00.000,2020-12-22 19:50:44.000,2,K31,กรินทร์ สตีล จำกัด,45,NULL,43080,,0,43080,0,0,43080,43080,"Stock,PR63120066",NIDNOI,2020-12-15 14:39:47.430,NULL,NULL,NIDNOI,2020-12-15 14:39:47.430,sysupdate,2020-12-22 19:50:43.557
3570,PO5520972,2020-12-14 14:09:00.000,NULL,PR63120065,1,1,1,2020-12-14 00:00:00.000,NULL,2,N10,นัท สตีล จำกัด,30,NULL,258407,,0,258407,0,0,258407,258407,"Stock,PR63120065",NIDNOI,2020-12-15 14:59:33.073,NULL,NULL,NIDNOI,2020-12-15 14:59:33.073,sysupdate,2020-12-18 14:22:09.610
3565,PO5520967,2020-12-14 10:26:00.000,NULL,PR63120064,5,1,0,2020-12-14 00:00:00.000,2020-12-17 19:50:25.000,2,U01,ดูโฮม จำกัด (มหาชน),30,NULL,2750,,0,2750,0,0,2750,2750,"5643466,PR63120064",NIDNOI,2020-12-14 10:48:34.110,NULL,NULL,NIDNOI,2020-12-14 10:48:34.110,sysupdate,2020-12-17 19:50:25.283
3564,PO5520966,2020-12-14 10:14:00.000,NULL,PR63120063,5,1,0,2020-12-14 00:00:00.000,2020-12-15 00:00:00.000,2,U01,ดูโฮม จำกัด (มหาชน),30,NULL,103584,,0,103584,0,0,103584,103584,"5643477,PR63120063",NIDNOI,2020-12-14 10:48:28.047,NULL,NULL,NIDNOI,2020-12-14 10:48:28.047,sysupdate,2020-12-16 11:55:34.977
3563,PO5520965,2020-12-14 10:07:00.000,NULL,PR63120062,5,1,0,2020-12-14 00:00:00.000,2020-12-19 19:54:38.000,2,L10,ลานนา ไม้อัดไทย จำกัด,60,NULL,30000,,0,30000,0,0,30000,30000,"Stock,PR63120062",NIDNOI,2020-12-14 10:18:56.557,NULL,NULL,NIDNOI,2020-12-14 10:18:56.557,sysupdate,2020-12-15 19:58:52.663
3562,PO5520964,2020-12-14 08:50:00.000,NULL,PR63120061,5,1,0,2020-12-14 00:00:00.000,2020-12-16 19:59:59.000,2,U01,ดูโฮม จำกัด (มหาชน),30,NULL,125726,,0,125726,0,0,125726,125726,"5643449,PR63120061",NIDNOI,2020-12-14 09:29:56.363,NULL,NULL,NIDNOI,2020-12-14 09:29:56.363,sysupdate,2020-12-16 19:59:59.097
3560,PO5520962,2020-12-12 11:04:00.000,NULL,PR63120060,5,1,0,2020-12-12 00:00:00.000,2020-12-16 19:59:59.000,2,U01,ดูโฮม จำกัด (มหาชน),30,NULL,11375,,0,11375,0,0,11375,11375,"5643399,PR63120060",Palm,2020-12-12 13:05:09.640,NULL,NULL,Palm,2020-12-12 13:05:09.640,sysupdate,2020-12-16 19:59:59.080
3561,PO5520963,2020-12-12 10:50:00.000,NULL,PR63120059,5,1,0,2020-12-12 00:00:00.000,2020-12-18 19:54:46.000,2,N02,2 เอส เมทัล จำกัด (มหาชน) สาขานครราชสีมา,30,NULL,5285.8,,0,5285.8,0,0,5285.8,5285.8,"5643406,PR63120059",Palm,2020-12-12 13:24:52.587,NULL,NULL,Palm,2020-12-12 13:24:52.587,sysupdate,2020-12-18 19:54:46.630
3558,PO5520960,2020-12-12 10:07:00.000,NULL,PR63120058,5,1,0,2020-12-12 00:00:00.000,2020-12-22 19:50:44.000,2,H03,เหรียญชัยซีเมนต์บล๊อก,30,NULL,5195,,0,5195,0,0,5195,5195,"5643400,PR63120058",Palm,2020-12-12 13:04:20.287,NULL,NULL,Palm,2020-12-12 13:04:20.287,sysupdate,2020-12-22 19:50:43.547
3559,PO5520961,2020-12-12 09:57:00.000,NULL,PR63120057,5,1,0,2020-12-12 00:00:00.000,2020-12-17 19:50:25.000,2,S09,สินกิจไพบูลย์โลหะการ จำกัด,60,NULL,277872.8,,0,277872.8,0,0,277872.8,277872.8,"Stock,PR63120057",Palm,2020-12-12 13:04:31.507,NULL,NULL,Palm,2020-12-12 13:04:31.507,sysupdate,2020-12-17 19:50:25.273
3556,PO5520958,2020-12-12 08:22:00.000,NULL,PR63120056,5,1,0,2020-12-12 00:00:00.000,2020-12-16 19:59:59.000,2,U01,ดูโฮม จำกัด (มหาชน),30,NULL,16636,,0,16636,0,0,16636,16636,"5643384,PR63120056",NIDNOI,2020-12-12 10:00:19.407,NULL,NULL,NIDNOI,2020-12-12 10:00:19.407,sysupdate,2020-12-16 19:59:59.047
3557,PO5520959,2020-12-11 14:56:00.000,NULL,PR63120055,5,1,0,2020-12-11 00:00:00.000,2020-12-17 19:50:25.000,2,U01,ดูโฮม จำกัด (มหาชน),30,NULL,1166400,,0,1166400,0,0,1166400,1166400,"สต๊อก,PR63120055",Palm,2020-12-12 10:17:07.053,NULL,NULL,Palm,2020-12-12 10:17:07.053,sysupdate,2020-12-17 19:50:25.257
3555,PO5520957,2020-12-11 14:18:00.000,NULL,PR63120054,5,1,0,2020-12-11 00:00:00.000,2020-12-16 19:59:59.000,2,U01,ดูโฮม จำกัด (มหาชน),30,NULL,14900,,0,14900,0,0,14900,14900,"5643354,PR63120054",NIDNOI,2020-12-11 14:49:20.160,NULL,NULL,NIDNOI,2020-12-11 14:49:20.160,sysupdate,2020-12-16 19:59:59.027
3554,PO5520956,2020-12-11 11:32:00.000,NULL,PR63120053,5,1,0,2020-12-11 00:00:00.000,2020-12-15 19:58:52.000,2,K31,กรินทร์ สตีล จำกัด,45,NULL,78961.6,,0,78961.6,0,0,78961.6,78961.6,"Stock,PR63120053",NIDNOI,2020-12-11 14:48:59.337,NULL,NULL,NIDNOI,2020-12-11 14:48:59.337,sysupdate,2020-12-15 19:58:52.650
3552,PO5520954,2020-12-11 10:27:00.000,NULL,PR63120052,5,1,0,2020-12-11 00:00:00.000,2020-12-16 19:59:59.000,2,U01,ดูโฮม จำกัด (มหาชน),30,NULL,5800,,0,5800,0,0,5800,5800,"สต๊อก,PR63120052",NIDNOI,2020-12-11 10:49:04.643,NULL,NULL,NIDNOI,2020-12-11 10:49:04.643,sysupdate,2020-12-16 19:59:59.017
3551,PO5520953,2020-12-11 09:33:00.000,NULL,PR63120051,5,1,0,2020-12-11 00:00:00.000,2020-12-18 00:00:00.000,2,N02,2 เอส เมทัล จำกัด (มหาชน) สาขานครราชสีมา,30,NULL,169038.6,,0,169038.6,0,0,169038.6,169038.6,"Stock,PR63120051",NIDNOI,2020-12-11 10:48:52.150,NULL,NULL,NIDNOI,2020-12-11 10:48:52.150,sysupdate,2020-12-18 10:05:47.803
3550,PO5520952,2020-12-11 09:26:00.000,NULL,PR63120050,5,1,0,2020-12-11 00:00:00.000,2020-12-22 19:50:44.000,2,N02,2 เอส เมทัล จำกัด (มหาชน) สาขานครราชสีมา,30,NULL,115765.44,,0,115765.44,0,0,115765.44,115765.44,"สต๊อก,PR63120050",Palm,2020-12-11 09:34:02.067,NULL,NULL,Palm,2020-12-11 09:34:02.067,sysupdate,2020-12-22 19:50:43.517
3549,PO5520951,2020-12-10 15:11:00.000,NULL,PR63120049,5,1,0,2020-12-10 00:00:00.000,2020-12-17 19:50:25.000,2,K22,คลังไวร์เมชขอนแก่น จำกัด (สำนักงานใหญ่),30,NULL,159880,,0,159880,0,0,159880,159880,"Stock,PR63120049",NIDNOI,2020-12-10 15:52:34.487,NULL,NULL,NIDNOI,2020-12-10 15:52:34.487,sysupdate,2020-12-17 19:50:25.240
3548,PO5520950,2020-12-10 15:04:00.000,NULL,PR63120048,5,1,0,2020-12-10 00:00:00.000,2020-12-23 19:55:45.000,2,V07,ไวร์เมช ราชสีมา จำกัด,30,NULL,333600,,0,333600,0,0,333600,333600,"Stock,PR63120048",NIDNOI,2020-12-10 15:52:27.390,NULL,NULL,NIDNOI,2020-12-10 15:52:27.390,sysupdate,2020-12-23 19:55:45.400
3553,PO5520955,2020-12-10 14:16:00.000,NULL,PR63120047,5,1,0,2020-12-10 00:00:00.000,2020-12-19 19:54:38.000,2,T24,ที.เอส.บี.วัสดุภัณฑ์จำกัด,60,NULL,59926,,0,59926,0,0,59926,59926,"5642863,PR63120047",Palm,2020-12-11 13:12:44.893,NULL,NULL,Palm,2020-12-11 13:12:44.893,sysupdate,2020-12-19 19:54:37.547
3547,PO5520949,2020-12-10 11:57:00.000,NULL,PR63120046,5,1,0,2020-12-10 00:00:00.000,2020-12-17 19:50:25.000,2,U01,ดูโฮม จำกัด (มหาชน),30,NULL,578400,,0,578400,0,0,578400,578400,"Stock,PR63120046",Palm,2020-12-10 14:00:35.537,NULL,NULL,Palm,2020-12-10 14:00:35.537,sysupdate,2020-12-17 19:50:25.227
3545,PO5520947,2020-12-10 10:45:00.000,NULL,PR63120045,5,1,0,2020-12-10 00:00:00.000,2020-12-22 19:50:44.000,2,P21,เพอร์เฟค สตีล จำกัด,60,NULL,463267.2,,0,463267.2,0,0,463267.2,463267.2,"Stock,PR63120045",NIDNOI,2020-12-10 11:09:10.620,NULL,NULL,NIDNOI,2020-12-10 11:09:10.620,sysupdate,2020-12-22 19:50:43.503
3546,PO5520948,2020-12-10 10:43:00.000,NULL,PR63120043,5,1,0,2020-12-10 00:00:00.000,2020-12-23 19:55:45.000,2,S13,สามชัย สตีล อินดัสทรี จำกัด (มหาชน),90,NULL,184273.92,,0,184273.92,0,0,184273.92,184273.92,"สต๊อก,PR63120043",Palm,2020-12-10 11:19:04.947,NULL,NULL,Palm,2020-12-10 11:19:04.947,sysupdate,2020-12-23 19:55:45.363
